"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6797231","06002462112001421000008202S1","OXXO SUC 50EDG REY COLIMAN CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","REY COLIMÁN","BOULEVARD","LICENCIADO CARLOS DE LA MADRID BEJAR","AVENIDA","20 DE NOVIEMBRE","CALLE","JOSÉ PIMENTEL LLERENAS","450","B",,,,,"COLONIA","COLIMA CENTRO",,,,"28000","06","COLIMA","002","Colima","0001","Colima","0765","044",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.23127105","-103.72344768","2017-11"
"6303408","06002462112000622000008202S5","OXXO SUC 50ELK EL CASTILLO CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","ANASTASIO BRIZUELA","CALLE","REFORMA","VIADUCTO","NINGUNO","CALLE","JOSÉ ANTONIO TORRES","2",,,,,,"COLONIA","CENTRO",,,,"28000","06","COLIMA","002","Colima","0001","Colima","0750","042",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.235795","-103.7318088","2010-07"
"6780792","06002462112001242000008202S1","OXXO SUC 50ESA LA ESTANCIA CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","REPÚBLICA","AVENIDA","NIÑOS HÉROES DE CHAPULTEPEC","CALLE","AGUASCALIENTES","CALLE","TEPIC","10",,,,,,"COLONIA","VICENTE GUERRERO",,,,"28048","06","COLIMA","002","Colima","0001","Colima","0549","045",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.23552487","-103.69185324","2017-03"
"6303960","06002462112000381000008202S8","OXXO SUC 50FGB DIAZ MIRON CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","DÍAZ MIRÓN","CALLE","ANICETO CASTELLANOS","CALZADA","GENERAL PEDRO GALVÁN SUR","AVENIDA","NICOLÁS BRAVO RUEDA","289",,,,,,"COLONIA","CENTRO",,,,"28000","06","COLIMA","002","Colima","0001","Colima","0799","016",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.23321952","-103.72106675","2011-03"
"6303398","06002462112000672000008202S0","OXXO SUC 50FOS SAN FERNANDO CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","SAN FERNANDO","CALLE","FRANCISCO ZARCO","CALLE","JUAN ÁLVAREZ","CALLE","GUILLERMO PRIETO","249",,,,,,"COLONIA","CENTRO",,,,"28000","06","COLIMA","002","Colima","0001","Colima","0322","045",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.24924993","-103.71836952","2010-07"
"6303962","06002462112000291000008202S9","OXXO SUC 50HAS MARIA ISABEL CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","BOULEVARD","CAMINO REAL DE COLIMA","CALLE","PROFESOR MANUEL VELÁZQUEZ ANDRADE","CALLE","PROFESOR CRUZ CAMPOS","CALLE","JOSÉ JUAN ORTEGA","847",,,,,,"COLONIA","EL DIEZMO",,,,"28010","06","COLIMA","002","Colima","0001","Colima","0021","030",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.25411466","-103.69618017","2010-07"
"6303399","06002462112000582000008202S1","OXXO SUC 50HBA SANTA BARBARA CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","VENUSTIANO CARRANZA","CALLE","CÓNDOR","CALLE","CODORNIZ","CALLE","QUETZALES","1150",,,,,,"COLONIA","SANTA BÁRBARA",,,,"28017","06","COLIMA","002","Colima","0001","Colima","1072","036",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.26504471","-103.71807265","2010-07"
"6303132","06002462112000932000008202S8","OXXO SUC 50HVW MEDELLIN CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","JOSÉ MARÍA MORELOS","CALLE","MEDELLÍN","CALLE","REFORMA","CALLE","MIGUEL HIDALGO","49",,,,,,"COLONIA","CENTRO",,,,"28000","06","COLIMA","002","Colima","0001","Colima","0746","040",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.24175311","-103.72834931","2010-07"
"6303519","06002462112000952000008202S6","OXXO SUC 50JGC AGENCIAS CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","BOULEVARD","LICENCIADO CARLOS DE LA MADRID BEJAR","CALLE","DE LAS PALMAS","CALLE","LICEO DE VARONES","PRIVADA","NINGUNO","894",,,,,,"COLONIA","FRANCISCO VILLA",,,,"28063","06","COLIMA","002","Colima","0001","Colima","0483","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.22022493","-103.72240032","2014-12"
"6303405","06002462112000762000008202S9","OXXO SUC 50JHL GOLONDRINAS CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CARRETERA","CARRETERA FEDERAL LIBRE 110 COLIMA TECOMÁN KM 11   000","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"COLONIA","LOCALIDAD GASOLINERA CRUCERO LAS GOLONDRINAS",,,,"28629","06","COLIMA","002","Colima","0497","Crucero las Golondrinas [Gasolinera]","0182","800",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.14032552","-103.77185578","2010-07"
"6303665","06002462112000602000008202S7","OXXO SUC 50KAE PURISIMA CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","NIÑOS HÉROES DE CHAPULTEPEC","CALLE","ROBERTO ESPERÓN","CALLE","10 DE JUNIO","VIADUCTO","NINGUNO","1050",,,,,,"COLONIA","LOS TRABAJADORES",,,,"28040","06","COLIMA","002","Colima","0001","Colima","0943","005",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.23669688","-103.70977365","2010-07"
"6780793","06002462112001252000008202S0","OXXO SUC 50KFC PINO SUAREZ CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","JOSÉ MARÍA PINO SUÁREZ","CALLE","MANUEL ÁLVAREZ","CALLE","5 DE MAYO","CALLE","DANIEL LARIOS","81",,,,,,"COLONIA","FATIMA",,,,"28050","06","COLIMA","002","Colima","0001","Colima","0727","026",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.24871609","-103.73316346","2017-03"
"6303961","06002462112000391000008202S7","OXXO SUC 50MIW CAMINO REAL CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","BOULEVARD","CAMINO REAL DE COLIMA","CALLE","FRANCISCO RAMÍREZ VILLAREAL","CALLE","PROFESOR CRUZ CAMPOS","CALLE","SALINEROS","780",,,,,,"COLONIA","EL PORVENIR",,,,"28019","06","COLIMA","002","Colima","0001","Colima","0021","030",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.25420871","-103.6960258","2010-07"
"6848697","06002462112001462000008202S5","OXXO SUC 50NG9 LA PAZ CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","CONSTITUCIÓN","AVENIDA","LA PAZ","AVENIDA","MIGUEL DE CERVANTES SAAVEDRA","VIADUCTO","NINGUNO","1925","1",,,,,"COLONIA","LOMAS VERDES",,,,"28017","06","COLIMA","002","Colima","0001","Colima","1053","018",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.26655203","-103.7102322","2018-03"
"6303131","06002462112000783000008202S5","OXXO SUC 50NKD ESMERALDA CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","PERIFERICO","TERCER ANILLO PERIFÉRICO","CALLE","ESMERALDA","CALLE","ZAFIRO","CALLE","PERLAS","164",,,,,,"COLONIA","RESIDENCIAL ESMERALDA NORTE",,,,"28017","06","COLIMA","002","Colima","0001","Colima","1227","033",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.2734888","-103.71325123","2013-07"
"6792208","06002462112001362000008202S7","OXXO SUC 50NYH GUADALAJARITA CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","DE LOS MAESTROS","CALLE","VENUSTIANO CARRANZA","CALLE","CONSTITUCIÓN","CALLE","FRANCISCO VILLA","1",,,,,,"COLONIA","COLIMA CENTRO",,,,"28000","06","COLIMA","002","Colima","0001","Colima","0708","005",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.25125179","-103.72150344","2017-03"
"6303396","06002462112000742000008202S1","OXXO SUC 50OKL CALZADA CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALZADA","GENERAL PEDRO A. GALVÁN NORTE","CALLE","IGNACIO ALLENDE","CALLE","VICENTE GUERRERO","CALLE","RICARDO FLORES MAGÓN","101",,,,,,"COLONIA","CENTRO",,,,"28000","06","COLIMA","002","Colima","0001","Colima","077A","019",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.2381862","-103.71746745","2010-07"
"6303490","06002462112000642000008202S3","OXXO SUC 50POL LA PAROTA CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","BOULEVARD","RODOLFO CHÁVEZ CARRILLO","PROLONGACION","BENITO JUÁREZ","VIADUCTO","NINGUNO","CALLE","LAGUNA GRANDE","0","SN",,,,,"COLONIA","PLACETAS ESTADIO",,,,"28050","06","COLIMA","002","Colima","0001","Colima","0731","040",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.24420683","-103.73927676","2010-07"
"6704867","06002462112001181001008202S1","OXXO SUC 50PPH SAN PABLO CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","FRANCISCO I. MADERO","AVENIDA","LORENZO LÓPEZ","CALZADA","GENERAL PEDRO A. GALVÁN NORTE","CALLE","IGNACIO ZARAGOZA","647",,,,,,"COLONIA","EL MORALETE",,,,"28060","06","COLIMA","002","Colima","0001","Colima","0939","020",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.23622714","-103.71721517","2016-01"
"6303955","06002462112000281000008202S0","OXXO SUC 50QKZ EL CHARRO CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","BOULEVARD","RODOLFO CHÁVEZ CARRILLO","AVENIDA","GENERAL LÁZARO CÁRDENAS","CALLE","LAUREANO CERVANTES","CALLE","RÍO ARMERÍA","516",,,,,,"COLONIA","PLACETAS ESTADIO",,,,"28050","06","COLIMA","002","Colima","0001","Colima","0731","040",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.24426603","-103.74071711","2010-07"
"6303406","06002462112000592000008202S0","OXXO SUC 50QWZ SAN FRANCISCO CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","DE LOS MAESTROS","CALLE","FRANCISCO VILLA","CALLE","CENTENARIO","VIADUCTO","NINGUNO","375",,,,,,"COLONIA","MAGISTERIAL",,,,"28030","06","COLIMA","002","Colima","0001","Colima","0680","010",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.25518547","-103.72900174","2010-07"
"6303956","06002462112000371000008202S9","OXXO SUC 50QZX VIVERO CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","AQUILES SERDÁN","CALLE","ESTEBAN GARCÍA","AVENIDA","DE LOS MAESTROS","CALLE","DOROTEO LÓPEZ","501",,,,,,"COLONIA","LA ARMONÍA",,,,"28020","06","COLIMA","002","Colima","0001","Colima","0680","009",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.254295","-103.72510913","2010-07"
"6851348","06002462112001552000008202S3","OXXO SUC 50V1Z 20 DE NOVIEMBRE CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","20 DE NOVIEMBRE","CALLE","MEDELLÍN","CALLE","REFORMA","CALLE","JOSÉ ANTONIO TORRES","49",,,,,,"COLONIA","CENTRO",,,,"28000","06","COLIMA","002","Colima","0001","Colima","0750","043",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.23557002","-103.73142351","2018-11"
"6304118","06002462112000942000008202S7","OXXO SUC 50WHM CONSTITUCION CLA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","CONSTITUCIÓN","AVENIDA","ENRIQUE GONZÁLEZ MARTÍNEZ","CALLE","JAVIER VILLA URRUTIA","CALLE","ARCADIO ZÚÑIGA","849",,,,,,"COLONIA","LOMAS VISTAHERMOSA",,,,"28016","06","COLIMA","002","Colima","0001","Colima","0318","041",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.25537637","-103.71776371","2010-07"
"6304121","06002462112000971001008202S6","OXXO SUC OXXO COLIMA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","FELIPE SEVILLA DEL RÍO","CALLE","OCTAVIO PAZ","AVENIDA","FELIPE SEVILLA DEL RÍO","CALLE","PABLO NERUDA","690",,,,,,"COLONIA","JARDINES DE LAS LOMAS",,,,"28014","06","COLIMA","002","Colima","0001","Colima","0337","041",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","19.24842677","-103.7067906","2011-03"
